"id_tempo";"id_procedimento";"id_orgao_demanda";"id_orgao_contrato";"id_situacao_proc";"id_situacao_cont";"id_municipio";"id_contratado";"id_grupo_matserv";"id_classe_matserv";"id_material_servico";"id_item_matserv";"id_processo";"id_contrato";"id_unidade_medida";"id_linha_fornec";"id_item";"id_unidade_orc";"sqa_procedimento";"sqa_item_pedido";"ano_particao";"dt_item_homologa";"qt_item_pedido";"vr_un_referencia";"vr_referencia";"vr_un_homologado";"vr_homologado";"vr_atualizado"
47133;15;1831008;50;1;8;883;35542;42;399;6227;36729;321682;46296;889;1831334;2923;2925;36;2933915;2020;"02/04/2020";120;12,2;1464;12,2;1464;1464
47133;15;1831008;50;1;8;883;13711;42;624;10733;10036;321682;46296;889;1831334;2923;2925;36;2933916;2020;"02/04/2020";100;1,8;180;1,8;180;180
47133;15;1831008;50;1;8;883;20176;42;399;473;121507;321682;46296;889;1831334;2923;2925;36;2933917;2020;"02/04/2020";33;1,83;60,39;1,83;60,39;60,39
47133;15;1831008;50;1;8;883;36057;42;399;8299;75534;321682;46296;889;1831334;2923;2925;36;2933918;2020;"02/04/2020";100;1,65;165;1,65;165;165
47133;15;1831008;50;1;8;883;18682;42;399;10825;167401;321682;46296;889;1831334;2923;2925;36;2933919;2020;"02/04/2020";450;0,09;40,5;0,09;40,5;40,5
47133;15;1831008;50;1;8;883;17532;42;624;10733;8733;321682;46296;889;1831334;2923;2925;36;2933920;2020;"02/04/2020";5000;0,09;450;0,09;450;450
47143;14;1831079;50;1;8;501;55227;48;832;21609;170580;321692;46296;1751;1831226;2923;2046;353;2938273;2020;"02/04/2020";15;35;525;32,9;493,5;493,5
47133;15;1831008;50;1;8;883;30510;42;525;2698;44440;321682;46296;889;1831226;2923;2925;36;2933079;2020;"02/04/2020";50;61,7;3085;61,7;3085;3085
47143;14;1831079;50;1;8;315;26877;18;239;21584;170087;321585;46296;1071;1831311;2923;2046;353;2938678;2020;"02/04/2020";88;17,03;1498,64;15,3;1346,4;1346,4
47147;14;1831079;50;1;8;615;60217;42;624;10733;8733;321584;46296;889;1831334;2923;2046;353;2939167;2020;"02/04/2020";800;3,75;3000;1,8;1440;1440
47149;15;1831008;50;1;8;883;21325;42;399;5885;63644;321626;46296;889;1831334;2923;2925;36;2940087;2020;"02/04/2020";40;29,1;1164;29,1;1164;1164
47149;15;1831008;50;1;8;883;21325;42;399;5885;18243;321626;46296;889;1831334;2923;2925;36;2940088;2020;"02/04/2020";50;30,72;1536;30,72;1536;1536
47149;15;1831008;50;1;8;883;13711;42;399;10983;24090;321654;46296;889;1831334;2923;2925;36;2938654;2020;"02/04/2020";24;3,2;76,8;3,2;76,8;76,8
