id_unidade_orc;sqa_unidade_orcam;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_admiistracao;id_administracao;administracao;nome
3940;2564;2019;1651;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DIREITOS HUMANOS, PARTICIPACAO SOCIAL E CIDADANIA"
3941;2565;2019;1671;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES"
3942;2566;2019;1916;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GESTAO DA DIVIDA PUBLICA ESTADUAL"
3943;2567;2019;1502;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CIDADE ADMINISTRATIVA"
3944;2568;2019;1691;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA"
3945;2569;2019;1701;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO EXTRAORDINARIA DE DESENVOLVIMENTO INTEGRADO E FORUNS REGIONAIS"
3946;2570;2019;4621;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INVESTIMENTO DO ESTADO DE MINAS GERAIS"
3947;2571;2019;4631;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PAGAMENTO DE PARCERIAS PUBLICO-PRIVADAS DE MINAS GERAIS"
3948;2572;2019;4641;4;"FUNDOS";4;"FUNDOS";"FUNDO DE GARANTIAS DE PARCERIAS PUBLICO-PRIVADAS DE MINAS GERAIS"
3949;2573;2019;4651;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DE CREDITOS INADIMPLIDOS E DIVIDA ATIVA"
3950;2574;2019;4661;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ATIVOS IMOBILIARIOS DE MINAS GERAIS"
3951;2575;2019;4671;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INVESTIMENTOS IMOBILIARIOS DE MINAS GERAIS"
3952;2576;2019;4611;4;"FUNDOS";4;"FUNDOS";"FUNDO DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3953;2579;2019;1917;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GESTAO IMOBILIARIA"
3564;2035;2016;1451;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL"
3565;2098;2016;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO"
3589;2208;2017;4601;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DOS DIREITOS DO IDOSO"
3590;2228;2017;2121;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS"
3591;2231;2017;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3592;2244;2017;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
3593;2258;2017;3041;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS"
3594;2273;2017;4111;4;"FUNDOS";4;"FUNDOS";"FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS"
3595;2252;2017;2401;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE GEOINFORMACAO E TECNOLOGIA"
3596;2162;2017;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO, CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
3597;2178;2017;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
3598;2203;2017;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
3599;2210;2017;1691;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA"
3600;2218;2017;1991;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RESERVA DE CONTINGENCIA"
3601;2221;2017;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3602;2222;2017;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3603;2234;2017;2181;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CLOVIS SALGADO"
3604;2237;2017;2241;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS"
3605;2240;2017;2271;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
3606;2256;2017;2451;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS"
3607;2274;2017;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3608;2146;2017;1011;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
3609;2151;2017;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
3610;2155;2017;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
3611;2165;2017;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3612;2167;2017;4491;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE CULTURA"
3613;2173;2017;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
3614;2174;2017;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
3615;2175;2017;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3616;2177;2017;4141;4;"FUNDOS";4;"FUNDOS";"FUNDO PENITENCIARIO ESTADUAL"
3617;2179;2017;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3618;2192;2017;1501;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3619;2198;2017;1561;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CIDADE ADMINISTRATIVA"
3620;2200;2017;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
3621;2204;2017;1641;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO"
3336;1042;2009;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3337;533;2005;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3338;539;2005;2401;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE GEOCIENCIAS APLICADAS"
3339;541;2005;1915;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRANSFERENCIAS DO ESTADO A EMPRESAS"
3340;549;2005;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
3341;164;2003;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3342;168;2003;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
3343;926;2008;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3344;928;2008;2381;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS"
3345;935;2008;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
3346;946;2008;9801;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"FOLHA DE PESSOAL CENTRALIZADA"
3347;949;2008;4431;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS"
3348;552;2005;4411;4;"FUNDOS";4;"FUNDOS";"FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS"
3349;555;2005;2411;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS"
3350;557;2005;1421;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL"
3351;567;2005;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES"
3352;458;2005;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3353;404;2004;4391;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE RECUPERACAO DO PATRIMONIO HISTORICO, ARTISTICO E ARQUITETONICO"
3354;409;2004;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
3355;412;2004;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
3356;426;2004;1511;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS"
3357;428;2004;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS"
3358;1513;2012;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3359;1270;2011;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
3360;1271;2011;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
3361;1276;2011;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3362;1280;2011;1341;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE"
3363;1287;2011;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA"
3364;1288;2011;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL"
3365;378;2004;1311;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE INDUSTRIA E COMERCIO"
3366;417;2004;2421;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS"
3367;201;2003;1211;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DA JUSTICA E DE DIREITOS HUMANOS"
3368;206;2003;2231;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"ADMINISTRACAO DE ESTADIOS DO ESTADO DE MINAS GERAIS"
3369;1124;2010;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3720;2429;2018;1701;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO EXTRAORDINARIA DE DESENVOLVIMENTO INTEGRADO E FORUNS REGIONAIS"
3721;2294;2018;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3722;2308;2018;4571;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA"
3723;2312;2018;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3724;2331;2018;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL"
3725;2336;2018;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
3726;2339;2018;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
3727;2340;2018;1501;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3728;2368;2018;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3729;2369;2018;2171;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE ARTE DE OURO PRETO"
3730;2371;2018;2201;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS"
3731;2375;2018;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3732;2378;2018;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
3733;2382;2018;2331;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS"
3734;2383;2018;2351;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
3735;2391;2018;4331;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO METROPOLITANO"
3736;2395;2018;3041;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS"
3737;2398;2018;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
3738;2411;2018;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3739;2435;2018;4671;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INVESTIMENTOS IMOBILIARIOS DE MINAS GERAIS"
3740;2305;2018;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
3741;2316;2018;1321;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SAUDE"
3742;2322;2018;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3743;2323;2018;1451;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL"
3744;2335;2018;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL"
3745;2345;2018;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
3746;2358;2018;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3747;2366;2018;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
3748;2379;2018;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
3749;2387;2018;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
3750;2389;2018;2421;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS"
3751;2401;2018;4101;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE HABITACAO"
3752;2428;2018;1691;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA"
3753;2298;2018;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
3754;2310;2018;1231;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
3755;2344;2018;1541;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS"
3756;2354;2018;1991;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RESERVA DE CONTINGENCIA"
3757;2362;2018;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
3758;2372;2018;2211;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
3759;2373;2018;2241;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS"
3760;2384;2018;2361;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS"
3761;2390;2018;2431;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE"
3762;2394;2018;2461;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
3763;2397;2018;3151;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA MINEIRA DE COMUNICACAO"
3764;2412;2018;4171;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL"
3765;2413;2018;4501;4;"FUNDOS";4;"FUNDOS";"FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS"
3766;2427;2018;1502;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CIDADE ADMINISTRATIVA"
3767;2436;2018;4611;4;"FUNDOS";4;"FUNDOS";"FUNDO DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3768;2313;2018;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
3769;2320;2018;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
3770;2337;2018;4251;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL"
3771;2343;2018;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CONTROLADORIA-GERAL DO ESTADO"
3772;2350;2018;1915;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS"
3773;2355;2018;2011;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS"
3774;2365;2018;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
3775;2367;2018;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3776;2376;2018;2271;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
3777;2377;2018;2281;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS"
3778;2392;2018;2441;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA"
3779;2393;2018;2451;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS"
3780;2408;2018;4041;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA"
3781;2421;2018;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
3782;2424;2018;1651;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DIREITOS HUMANOS, PARTICIPACAO SOCIAL E CIDADANIA"
3783;2426;2018;1916;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GESTAO DA DIVIDA PUBLICA ESTADUAL"
3784;2301;2018;4441;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS"
3785;2303;2018;1101;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS"
3786;2304;2018;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
3787;2311;2018;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
3788;2325;2018;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
3789;2348;2018;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
3790;2357;2018;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3791;2363;2018;2111;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO RURAL MINEIRA"
3792;2381;2018;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
3793;2399;2018;4581;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DO CAFE"
3794;2410;2018;4111;4;"FUNDOS";4;"FUNDOS";"FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS"
3795;2423;2018;1641;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO"
3796;2430;2018;4621;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INVESTIMENTO DO ESTADO DE MINAS GERAIS"
3797;2432;2018;4641;4;"FUNDOS";4;"FUNDOS";"FUNDO DE GARANTIAS DE PARCERIAS PUBLICO PRIVADAS DE MINAS GERAIS"
3798;2300;2018;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3799;2302;2018;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
3800;2309;2018;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO, CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
3801;2317;2018;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3802;2326;2018;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3803;2327;2018;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
3804;2338;2018;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
