id_unidade_orc;sqa_unidade_orcam;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_admiistracao;id_administracao;administracao;nome
3513;2081;2016;2091;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
3514;2087;2016;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3515;2096;2016;2271;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
3516;2097;2016;2281;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS"
3517;2100;2016;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
3518;2107;2016;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
3519;2111;2016;2441;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA"
3520;2113;2016;2461;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
3521;2005;2016;1011;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
3522;2006;2016;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3523;2014;2016;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
3524;2017;2016;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
3525;2019;2016;1191;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE FAZENDA"
3526;2049;2016;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
3527;2063;2016;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
3528;2066;2016;4601;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DOS DIREITOS DO IDOSO"
3529;2067;2016;1671;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES"
3530;2079;2016;2071;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS"
3531;2082;2016;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
3532;2085;2016;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
3533;2091;2016;2201;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS"
3534;2095;2016;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3535;2101;2016;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
3536;2132;2016;4501;4;"FUNDOS";4;"FUNDOS";"FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS"
3537;2141;2016;1916;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GESTAO DA DIVIDA PUBLICA ESTADUAL"
3538;2007;2016;1031;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS"
3539;2016;2016;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
3540;2020;2016;4571;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA"
3541;2029;2016;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3543;2038;2016;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3544;2051;2016;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
3064;1337;2011;2441;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MG"
3065;1343;2011;4061;4;"FUNDOS";4;"FUNDOS";"FUNDO PRO-FLORESTA"
3066;1347;2011;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
3067;1349;2011;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3068;1353;2011;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3069;1354;2011;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
3070;222;2003;1281;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES"
3071;1446;2012;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
3072;1449;2012;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3073;1451;2012;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3074;1453;2012;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
3075;1455;2012;2171;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE ARTE DE OURO PRETO"
3076;1458;2012;4181;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE COMUNIDADES"
3077;336;2004;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3078;339;2004;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3079;243;2003;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3080;250;2003;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
3081;264;2003;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
3082;275;2003;4431;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS"
3083;286;2003;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS"
3084;495;2005;1211;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE JUSTICA E DE DIREITOS HUMANOS"
3085;508;2005;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3086;983;2009;1031;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS"
3087;1016;2009;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3088;1363;2011;4461;4;"FUNDOS";4;"FUNDOS";"FUNDO FINANCEIRO DE PREVIDENCIA"
3089;1368;2011;4511;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO AO DESENVOLVIMENTO"
3090;1369;2011;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
3091;873;2008;2121;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS"
3370;970;2008;4501;4;"FUNDOS";4;"FUNDOS";"FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS"
3371;972;2008;1531;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE"
3372;1118;2009;2441;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AG NCIA REGULADORA DE SERVI OS DE ABASTECIMENTO DE GUA E DE ESGOTAMENTO SANIT RIO DO ESTADO DE MINA"
3373;1199;2010;2351;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
3374;1206;2010;2401;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE GEOCIENCIAS APLICADAS"
3375;1128;2010;1051;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS"
3834;2466;2019;4341;4;"FUNDOS";4;"FUNDOS";"FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M"
3835;2467;2019;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
3836;2468;2019;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
3837;2469;2019;1441;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS"
3838;2470;2019;1451;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA"
3839;2471;2019;4141;4;"FUNDOS";4;"FUNDOS";"FUNDO PENITENCIARIO ESTADUAL"
3840;2472;2019;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
3841;2473;2019;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3842;2474;2019;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
3843;2475;2019;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
3844;2478;2019;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL"
3845;2482;2019;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL"
3846;2483;2019;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
3847;2484;2019;4251;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL"
3848;2485;2019;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
3849;2486;2019;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
3850;2487;2019;1501;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3851;2488;2019;1511;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS"
3852;2489;2019;1551;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEPARTAMENTO DE TRANSITO DE MINAS GERAIS"
3853;2490;2019;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CONTROLADORIA-GERAL DO ESTADO"
3854;2491;2019;1541;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS"
3855;2492;2019;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
3856;2493;2019;1591;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS"
3857;2494;2019;1601;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE PRIORIDADES ESTRATEGICAS"
3858;2495;2019;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
3859;2496;2019;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
3860;2497;2019;1915;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS"
3861;2498;2019;4461;4;"FUNDOS";4;"FUNDOS";"FUNDO FINANCEIRO DE PREVIDENCIA"
3862;2499;2019;9801;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"FOLHA DE PESSOAL CENTRALIZADA - SEF"
3863;2500;2019;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
3864;2501;2019;1991;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RESERVA DE CONTINGENCIA"
3865;2502;2019;2011;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS"
3866;2503;2019;4551;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES DO ESTADO DE MINAS GERAIS"
3867;2504;2019;2041;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3868;2505;2019;2061;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3869;2506;2019;2071;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS"
3870;2507;2019;4531;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO A INOVACAO TECNOLOGICA"
3871;2508;2019;2091;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
3872;2509;2019;2101;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
3873;2510;2019;2121;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS"
3874;2511;2019;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
3875;2512;2019;2151;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
3876;2513;2019;2161;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3877;2514;2019;2171;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO DE ARTE DE OURO PRETO"
3878;2515;2019;2181;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO CLOVIS SALGADO"
3879;2516;2019;2201;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS"
3880;2517;2019;2211;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
3881;2441;2019;1011;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
3882;2442;2019;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
3883;2443;2019;1031;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS"
3884;2444;2019;4031;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS"
3885;2445;2019;1051;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS"
3886;2446;2019;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
3887;2447;2019;1081;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ADVOCACIA-GERAL DO ESTADO"
3888;2448;2019;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
3889;2449;2019;4441;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS"
3890;2450;2019;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
3891;2451;2019;1101;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS"
3892;2452;2019;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
3893;2453;2019;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
3894;2454;2019;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
3895;2455;2019;1191;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE FAZENDA"
3896;2456;2019;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
3897;2457;2019;1231;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
3898;2458;2019;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
3899;2459;2019;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
3900;2460;2019;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA E TURISMO"
3901;2461;2019;4491;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE CULTURA"
3902;2462;2019;1301;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE"
3903;2463;2019;1321;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SAUDE"
3904;2464;2019;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
3905;2465;2019;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
3906;2518;2019;2241;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS"
3907;2519;2019;2251;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3908;2520;2019;2261;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
3909;2521;2019;2271;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS"
3910;2522;2019;2281;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS"
3911;2523;2019;2301;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
3912;2524;2019;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
3913;2525;2019;2311;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
3914;2526;2019;2321;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
3915;2527;2019;2331;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS"
3916;2528;2019;2351;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
3917;2529;2019;2361;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS"
3918;2530;2019;2371;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE AGROPECUARIA"
3919;2531;2019;2381;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS"
3920;2532;2019;2421;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS"
3921;2533;2019;2431;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE"
3922;2534;2019;4331;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO METROPOLITANO"
3923;2535;2019;2441;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA"
3924;2536;2019;2451;2;"AUTARQUIAS E FUNDACOES";3;"FUNDACOES";"FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS"
3925;2537;2019;2461;2;"AUTARQUIAS E FUNDACOES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
3926;2538;2019;3041;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS"
3927;2539;2019;3051;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS"
3928;2540;2019;3151;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA MINEIRA DE COMUNICACAO"
3929;2541;2019;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
3930;2542;2019;4581;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DO CAFE"
3931;2544;2019;4101;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE HABITACAO"
3932;2551;2019;4111;4;"FUNDOS";4;"FUNDOS";"FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS"
3933;2552;2019;4151;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO TURISMO"
3934;2553;2019;4171;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL"
3935;2554;2019;4511;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO AO DESENVOLVIMENTO"
3936;2560;2019;9901;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RECEITA GERAL DO ESTADO"
3937;2561;2019;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
3938;2562;2019;4601;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DOS DIREITOS DO IDOSO"
3939;2563;2019;1641;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO"
